Rating,Review,Name,Province,Type
1.0,i was furious after being dropped of there by our tour guide we were slugged a k entrance pp k pp for shuttle to hot to walk the  hour trip up there only to be taken to the entrancewhen we walked inside there is no explanation as to what it actually representsyou soon find out they want more  extra k pp to go up into the statue no phones or cameras allowed we had been ripped off  theres a big sign at the ticket counter no refunds and i can see why they have that signthe best part was after paying k for the shuttle it only takes you back half the way  i said to the driver we want to go back to where we startedguess what he wanted us to give him money complete waste of time and money  it end up costing us  aud and we still dont know what it isvery disappointing,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,is one of our bigest and hightes statue in bali it is call garuda wisnu kencana culuture park it s located in ungasan village on the way to uluwatu tampe in this place you will see the culture of bali,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,what a joke my boyfriend  i went k entrance pp k pp for shuttle to see a quarry you can see it better from our airbnb rooftop extra k pp to go into the statue no phones or cameras allowed absolute rip off dishonest at the entrance because had i known this we wouldnt have gone in at all but theyre so good at playing the idiot i dont understand card or just say yes yes yes theyve got a long way to go honestly not worth anybodys holiday time ,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,dont bother completely ruined our day  we paid  idr per person just to walk through the door and there was nothing to see or do felt ripped off asked for a refund and the staff were very unhelpful and had no empathy very disappointing,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,flying into bali it is hard to miss the massvie garuda wisnu kencana statue what a cool experience to go inside so we went the taxi drops you off at a parking lot where you board a trolly like bus to the entrance at any other attraction when you buy a ticket to a land markstatuetower that means you get to go inside and up itnot here nor is that fact listed on the sales window  idr  buys access past the front gate and that is it want to see the statue you can walk up a rough dirt road up massive hill with no handicap access in the bali sun with no shade or pay another  idr  for a rough ride in a golf cart to the top when you get closer you see the statue is massive but it also has massive straight line welds  which makes it look much less impressive up close walking into the statue you notice there is no air conditioning we presented our tickets only to be told your ticket is for the entrace only to go up you can only go during the scheduled times that were not posted anywhere except inside the statue and pay another  idr  in addition you are not allowed to bring cameras or your purse or anything electronic up to the top to take photos drones are also banned so to recap what should have been clear at the entrance of  idr   idr   idr   idr per person we had enough and wanted to go back to the bottom the driver of the golf cart brought us half way down and asked us to exit to see the rest of the park  as in walk around in the hot sun and look at the rocks we declined and asked to go to the end he drove us down and we exited the park when we tried to use our  free drink tickets we were told they were only valid in a different area that you have to walk to in the sun the same went for the x voucher of  idr  that were not valid to be used unless you went into the shops past the hot sunny rocks one thing we noticed was that no one  no one was smiling and happy at the exit of the park we saw wave after wave of people entering and just felt bad for what they would soon go though and what we just escapedthis park should be a great symbol of the heritage of bali instead it is run by a businessman who has deliberatly constructed a maze of fees to extract more money from you to be more fair just put a price up front of  idr  or  idr or whatever in contrast the tokyo tower cost is  the eiffel tower is  to the observation deck this trap makes people feel they were tricked conned and we have no desire to returnsave yourself hrs of time and skip this go have ice cream instead,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,i should say firstly that we were in two minds about visiting the park because of the mixed reviews most of which bad experiences however we enjoyed our time there yes the park isnt completed and the entry fee was expensive compared to other things to do but we thought it was worthwhile i feel that people disappointed with their experience may have gone with high expectations if you visit bali regularly or plan on doing so in the near future it might be worth holding off for a little bit as they have some great plans for this place but it looks like it will get busy with tourists with the plans they have a nice perk was that there werent many tourists and we were still able to see the main attractions of the park i will give some more details to see if you think it is worth itwe visited the park mid november  we walked to the park from a local hotel the walk from the main road to the ticket booth is quite a long way but not too challenging for those driving there are several parking areas leading up to the park entrance presumably for the expected higher capacity when the park is more complete at the entrance we received a leaflet with a map of points of interest in the park and paid k idr for our ticketentry fee included in this price was a free drink at the panoramic restaurant  min walk from the entrance and a sash with the statue on there are also hourly dance performances on at the amphitheatre considering that we paid k idr to see a trance and kecak fire dance in ubud we thought that the entry fee was very reasonable you get the most for your money if you manage to see everything at the park for those that arent interested in this and only want photos and to see the statue i can understand why this seems like an expensive ticketfrom the entrance there is a shuttle that can take you up to the wisnu kencana statue and then drops you off at another stop this service costs k idr the walk is very manageable it is uphill and may be difficult for the elderly or disabled at the moment there are no steps there from the ticket scanning area so it is accessible to wheelchairs there are also electric scooters you can rent by the hour from the festival park area cant quite remember the price personally i dont think this is worth it we saw some scooters not getting some guests all the way up the hill and it is only a  min walk from this point without stopping on the hillit is an additional price to go up into the statue we didnt do this as we didnt want to pay an extra fee these are also scheduled so you have to wait for the set time to go up to the observation areas i imagine the view is amazing though you can see some brilliant panoramic views from the statue at plaza wisnu and the jendela restaurant that offers the free drink with the entry ticketthe statue of wisnu is in a temple so you are giving a sarong at the bottom of the stairs on both entrances to this area from here we went to the amphitheatre to see a dance overall it was worthwhile and we had a great day even though the park isnt complete it was a good visit,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,it is an interesting park to visit has some great statues to see and a lot of history about them and the gods we left the scotter in the park were we paid  rupees there is a bus that takes us from the parking to the park ticket office an adult pays  rupees to enter and gain access to the gates they offer us  wipes as a gift and a welcome drink for those who want to have lunch there are numerous restaurants and cafes as well as warungs,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,reading other reviewswished that id done before the visit the ticketprices dropped in nov  to  child and  adultbut our experience is nearly the same as all other negative reviews you have to pay and pay and paythe positive twist on this moneydraintrip was the dance performance in the amfitheatrethats why  and not  rating,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,this is our first time visiting gwk i am impressed with the park the management the staff and the cleanliness of the park thumbs up the statues are amazing the entrance fee is decent the facilities are amazing a good place to go in bali which will give you different experience,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,this place is worth the drive out  beware taxi drivers telling there are no taxis returning and trying to get a return fare this place is incredible the statue itself is a wonderful achievement  the dance included is great to watch i would highly recommend this place the only thing is you are asked to pay for the ride up the hill to the entrance  seems they dont encourage you to walk  you can opt for the cart right up the hill which was worth it imo as it was so hot  it is tricky to get a gokek to come to the entrance on the return home  if you can walk half a kilometre towards the main road youll be fine for pick up there,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,out of the many places we have visited in bali this is the only one that we absolutely hated from the first minutefor starters the park is not finished there are endless closed areas construction sites and huge empty spaces everywhere not to mention the garbagethe entire attraction is designed to get as much money from all visitors as humanly possible after paying the entrance ticket idr  per person you are guided towards the shuttle service where you can pay more to be taken up to the statue we decided to walk on the way up to the statue they will try to get your money anyway half way up to the statue they will try to give you a scooter or a bike to rent or you can jump on the golf buggies for a further chargeonce you actually reach the statue they charge you idr  more to enter the building we decided not to pay it and only looked from the outsidethe park could have been nice if it was in a natural environment but they have placed it into an old quarry and poured concrete over it so it is absolutely disgraceful you pay hundreds of thousands just to look at one big and two smaller statuesbali has many amazing sights and experiences but not this one this whole park one of the darkest examples of mass tourism and money grabbing the only reason this place exists is to get as much money from you as possible while offering nothingsave yourself an afternoon and go somewhere else,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,this park has nothing good inside the same was written in online reviews however i still went ahead to be there bought tickets from klook which wa smooth to buy and redeemparking is k idrticket is around  idr on klook  on counter per person for nothing to seeonce you have redeemed ticketyou need to buy buggy ticket to go near garuda statue which is  idr sgd per person  this ticket on your way back only drop you until half way then you have to walk till shuttle stand and then go parking using shuttle busthis is total waste of money and timehowever entrance of the place till parking is long way and you would feel that you will get to see something good but its totally hopeless place all you see is statue of garuda just from the base of iti forgot to mention if you actually wanna go inside the statue you have to buy the ticket again separately which i believe is more than  sgd per person,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,still on construction everywhere except the statue nothing else to see one big disappoinment in bali,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,you get a grab or taxa to drive you therethat will be the first k to get in with a caryou get an entrance ticketthats kyou get confused as to where to go and see lots of people taking a golf car you buy tickets for that golf carthats kyou get to the statue and you want to go upthats kso far youve spend k and you are still a little confused as to why there are  statues in the middle of a construction siteif you are smart and prepared you only get to pay k and take the free view from the buddhai like things that make me feel small and the statues did the job so  stars,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,was there some years ago  not really being there as i am now and finally be able to experience it in fully i can say its all worth it some might have different opinions but i must say if you looking for party places where you can drink till you drop or do some other crazy regular tourist stuffthis place totally not for you if you are a person who appreciate culture arts or heritage this is a place to visit you can have the whole experiences in one place and not to mention it is one of the world icons,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,you have to admit that the statue stands out from afar in bali where no building is to be higher than a palm treeas soon as we arrived we have to pay rp  for parking our car rp  entrance fee for adults and rp  for children children shorter than m are freeyou can either do the  minutes walk to the statue or pay rp  for a one way ride to the statue everybody has to walk back because you have to walk pass all the shops and restaurantsweve been telling the kids since we landed in bali that were gonna go up on the statue to enjoy the scenery once we got to the statue we have to pay another rp  to go to the top and no children younger than  is allowedso why the hell is the children price at the gate and why nobody told us thisafter arguing with the person selling the tickets he finally said that were allowed to go upstairs which we denied the reason why children are not allowed in the first place is safety and security so what changed in the last  minutes while we were arguingin short dont go there its a rip off tourist trap,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,we were very excited to go and see this statue after seeing it from afar during our stay well it was a bit of a let down close up save your money and go elsewhere as this park is still under construction and everything is so far apart once up to the top you are asked to pay extra for the tour we didnt we caught the shuttle to the next statue further down for the impressive views instead dont be caught out here it is like a dubai park in the making and one day it will be worth the visit but id say hold on to your money until then,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,although this monument is vast in size and can be seen from kuta beach its actually still in the building stagewe didnt really understand what it is all about we hadnt planned going here but our driver thought we would like itits built out of an old quarry and will become a theme park but at the moment its a little bit underwhelming there will be the opportunity to go up to the viewing platform once complete and the views will be amazing the huge statues are quite impressive and do draw peoples attentionin my opinion i would suggest waiting till its complete to be able to get the full experience as currently its a little nondescript and im sure from looking at the proposed plans its going to be an amazing attraction,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,i agree with the reviews that it is expensive its very misleading what you get for the first entrance fee but in saying that we took the tour up inside the statue first to the th floor then to the rd it ended up just being the  of us on the tour the information that we were given about the statue was interesting  well presented i have no regrets paying the money to do it i enjoyed it,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,positives really big statue visible from far nice for few picturesnegatives boring and expensive its nothing there except the statue and dancing program ugly surrounding nothing to see expensive they charge you a lot for entrance then they charge you extra for a shuttle bus you dont need then they charge you extra more than for entrance for going up in the statue total is  idr or  usd for a statue nonsense,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,my friends and i visited this park since we were curious about the giant statue of vishnu very quickly we realized though that this place wasnt worth our time or money there are lots of additional fees beyond the rather large k entrance fee you want to skip a sweaty uphill walk to the statue that will be an extra fee you want the additional experience at the top of the statue that will be k extra want to ride more than halfway back down that will be extra too and youll be forced to walk by plenty of shops before you finally find the exit as well we didnt see any dances so maybe those are worthwhile but in general our experience left quite an unpleasant taste in our mouths the statue itself is cool but save your money and enjoy it from a distance for free,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,wonderful statue they have in here also kecak dance makes me proud so i decided to going with my friend also enjoy every moment in my life,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,so i had no idea what this was we just jumped in a taxi and said off to the big statueyou pay to get in the area and then walk a bit to find the gates once inside there is a traditional dance which was good and im glad i saw it there were  dances and musicians so it wasnt super fast you get to enjoy itafterwards the dancers stay and ask you to take photos all the while asking you to hurry up because its hot i get it it would be hot inside the big costumesafter that you make your way towards the statue honestly you walk through a whole lot of nothing big open hot paved areas no shadethere are electric scooters to hire here to drive up to the statue we did this and it was fun but its not far to drivewalk so not really much point once you get to the statue they want you to pay again so we jumped back on our scooters and forgot about iton the way back down the paths are super steep in fact an adult going up needs to practically walk it up as the scooters have minimum power on the way down one of our group came off and got hurt so if you have kids think twice about going up this hillback down there is a little courtyard where you can waste away the rest of you  mins hirethere is seriously no where else to take these scootersback outside again we got our free welcome drink which is like super sweet cordial and left there isnt much here at all,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,if youre wondering whats the big thing youll see on the left side of legian beach this is it theres an entrance fee for tourists once in the area you can either walk to go up or take their mini bus again for a fee there are shops and restaurants in the area nice place to take photos but the development is not yet completely finished,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,dont waste your time or your money  absolutely the worst touristy thing ever every thing costs big timethe entry to park  r eachoh you want to get up to from entry point to the statue very steep  another  r each  you are now inside the inner sanctum  toooo late to back down now baby oh yes then entry to inner part of statue another  r eachoh you want to go back down to the car park  more rupiah please it never stops and it really is just a fake massive steel framed statue covered with fibreglass seriously vileabout as exciting as watching paint dry look closely at my finger  ,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,i think is a must visit place with the kacak dance perfomanceat least once in lofe timei spend  hours there with the view and dance perfomance,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,i was quiet excited to see this as we drove past it on our way to uluwatu so we dedicated a morning to head back there on arrival the initial entrance was very grand and you were ushered into a car park payment from the car park you had to take a shuttle bus to the official entrance of the park here we were charged the entrance fee payment which seemed reasonable at first each in which were given a bundle of vouchers and tickets for discount at gift stores and restaurants which was a bit confusingonce we entered with our tickets we were told it was a minute uphill walk to the main statue and that it was advised to take another shuttle bus payment  as we shuttled our way up to the main statue it was immediately obvious that the park was no where near completed and looked like a large mining  construction siteas we arrived at the main statue we entered the base to be told we had to make a further payment if we wanted to go up the statue itself this seemed completely unfair and unjustwe decided to leave at that point and and made the walk back down to the entrance past pretty much rubble and vast emptinessthe site is popular for local tourists which also meant at the entrance there were stack loads of run down coaches that were chugging out constant black smoke from their exhaustsnot pleasantwe were very disappointed as we really wanted to gain a positive cultural experience here but we were very happy to leave amongst bails many unbelievably beautiful experiences this one is not ready to see,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,we thought we could just pull up for a photo stop as our driver had mentioned the importance of the place so we agreed to a visit paid  aud for the entrance then had to walk a long way to get into the entry point uphill then another steep uphill walk to get to the base for photoswe did want to go up inside the statue but didnt realise extra charge another aud to take the elevator and had to wait for the tour tired from long day at the beach we decided just to take quick photos only park map was only given to us because we asked at the base entrance and not given at entry point would have been helpful earlier over all interesting and glad we saw it great vantage point we just didnt realise a longer visit would have been good so didntmake the most of it plenty of cafe and snack spots and you can hire a buggy to drive you up instead off walking,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,beautiful place to spend a few hours walking around i do highly recommend paying the extra  for a shuttle to the top and walk back down,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,dont bother especially if you have young children you pay to get it then they tell you if you want to use the shuttle you pay extra then you arrive at garuda and they say you have to pay more to do the tour dont eat at the restaurant either it is very unappealing and also the welcome drink is disgusting not worth it at all,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,its really unfortunate but what was once a majestic statue the largest in indonesia is now something similar to a theme park there are souvenirs photos scooter rentals gift shops and even a starbucks we were so disappointed thinking we were going to see a little more culturalif you do go spend the extra few dollars to get the shuttle when you buy your tickets its quite a hike to the top and in the bali sun youll thank me,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,this gwk cultural park is built to honour the hindu god vishnu and his companion bird garuda there is a giant statue there which can be seen many kilometers away an impressive statue the cultural dance is also a nice attraction,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,its a must visit tourist place in bali the architecture is awesomethe project was planned in  i guess and completed in  i believethanks a lot to indonesian govt for constructing hindu temple,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,we visited gwc twice as we liked the dances very much and they were quite cheapfrom parking lot there is a free shuttle to centre the ticket for entrance is k for seniorswe went by a buggy to auditorium and enjoyed the beautiful dances in between we went up and saw big statue of vishnu after that we saw the big statue of garud vishnu on the hill the road was easy to walk and beautiful we had the complete dance menu from website on previous day and we chose which dances to be seen in the eveningthere is fire dance also but we saw that at the ulu watu temple you can very easily need  hrs to see and enjoy the park all park people are polite and helping,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,we ordered a gojek because there r no taxis and local people around the place tried to beat us up because of that watchout we found another couple with the same problem and we had to walk out the are followed by locals and security of the place that run after us to beat us dont go to that place if u have no motorbike,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,big place lots to explore dont forget your bottles of water and your sun hat luckily they give you a map before you enter because this place is quite large and a little bit confusing to get around i attended the balinese dancing show which was beautiful the statues are huge and you can see the main one from anywhere in kuta off in the distance,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,the third tallest statue in the world can be seen here everything in this place is on the large size its a huge complex with lots of walking and stairs but plenty of places to sit down and take a break there is a shuttle at the entrance that will take you to the main statue you can also go up inside the shoulder but it is a separate charge and no cameras are allowed a guide tells you how the statue was made we found it interesting sarongs and belts are provided for you the parking lot is spacious and a trolley takes you to and from the entrance we enjoyed our visit,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,car parking at bottom of hill  to park k each to get into parkk each to catch bus up hill to monument includes down only half way or walk for freethere are bikes and electric scooters half way to hireonce you get to the top and go inside a long hall type of room approx  meters there is another que point on left for the lift only to be told another k each person but main thing no cameras no phones no movie camreas aloud up to the next level you can only go up to the building looking floor from outside not to the top for anybody plus limited tours each hourso we went back outside few photos then left to go down on golf cart but only stop half way down then there are segways to play on but only around this area were they can see you price in photosthen out through gates into some restaurants and shops before walking around outside the function center there is small water fountain area for children to play inthen exit through the shop to get last  from your pockets once outside a small local restaurant on opposite side of center that prices are more reasonable than inside with fantastic view over the baythen walk back down past more shops just incase you had a few  left to pick up area for the bus to return you back to carparkwasnt what we were expecting so wont recommend it,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,well nothing much to dotired to walkwe see the great garuda wisnu kencana statue by shuttle bus with over passenger is not comfortable we just see the statue from the groundwe not allowed to see the statue from the inside closed not for public at that time in august we watched the dance as wellits was pretty good ,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,nice temple but take your wallet i walked up to the temple but you could hire a bike or electric scootet to push up the hill i had to laugh when i walk around the corner to see all the poeple pushing the bikes and electric scooters up the hill because they were not powerful to go up the hill and when i got to the top then got told i had to pay more to go in the temple and wait and hours for the next tour to in the temple managed to lost on the trip back down with a couple of other poeple as well i i would rather view from far away with a zoom lens,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,if i could have given  stars i would you pay k per person just to be able to walk to de foot of the statue once youre there and you want to go in you need to pay an extra of k per person ask your driver to drive to a spot nearby to be able to make a nice picture dont go in its uselessone free advice if there are large signes at the counter which say no refunds it has a reason ,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,as other reviewers have said this is place is expensive but on top of that its bad value thats why i rate it poorlyi dont mind expensive if the experience is amazing as my many other reviews attest gwk is not even close to amazingthe sculptures are largely cheap fibreglass facsimiles the dodgy carnival feel is added to by the weird selection of food starbucks for goodness sake and the truly horrific gift shop packed with absolutely brainless bali tat like bottle openers and mini surfboards who even wants a power adapter with gwk printed on itthe icing on the ripoff cake is saved for when you get to the main attractionfor five of us im m down to get this far and another k if you count the half day transport to get here at the base of the main statue im asked for a other k to use a lift to get up to the observation deck and gallery as if that isnt gouging enough for the privilege of this cost i am not allowed to take any sort of photographic device including my phone why well you probably guessed it because if i want pictures i have to buy theirs no thanksnot recommended if youre a student of hindu culture the cheap and gaudy treatment might amuse you for everyone else theres more culture in having a decent chat with a taxi driver,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,very disaponting its only made to rip off the tourists its not worth the money you start with paying  for the entrance but thats just the start and only for the entrance to the park to get into the building you have to pay again every step further pay again wanna drink  for a small bintang there are so much nicer things to see on bali defenetly not this theme park,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,after almost thirty years in the making the majestic garuda wisnu kencana gwk statue is finally completed and a mustvisit especially for culture and history buffsentry fee  idr k if you want to look inside the statue is about idr k,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,our day at the gwk cultural park was great so much to see lots of free shows all included in the addition price free shuttle too and from the car park the place is amazing to wander around the giant statue can be seen from all over the east of island well most of it  i was told that they are building a bridge from the smaller statue to the gwk statue the gig new one with a restaurant by the new statue should be something to see well worth a visit,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,lets start with i never thought i could get scammed seeing a statuewe paid to park the carwe paid to get in   little sign says kids under  free  when you get to the window its kids over cm pay and over cm pay as adults so scammed twice now  than the shuttle to the top you pay again   mind you unless you are a mountain climber you cant walk up   so we have finally arived and are greeted by a fountain with no water and a huge statue  than we are told if we want to go up its another ticket and more money  or  well you can walk around and look at a concrete unfinished building with a fountain with no water  so we say stuff it we are leaving  you have to pay to get a shuttle down  of we go again  but guess what they only take you half way down and not all the way so you can get scammed at all the retail along the way in short dont waste your time  bali is a great place but this is the greatest rip of ever  the place is filthy and what a waste of money and our time ,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,have just spent  nights in bali and visited the gwk park it is unbelievable and well worth a visit,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,interesting place with lots of photo opportunities also worthwhile going to the cultural dance very colourful and vibrant,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,its most amazing park for me in bali i fell in love with garuda story  all architecture in a park we were walking there for hours its fantastic place to see  to feel its energy highly recommended for visiting  seeing on of the biggest statues in the world,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,worth a trip the statue is massive and there are some good views from the park it is all quite new so there are a few teething problems but it didnt spoil our visit the dance shows were enjoyable,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,garuda wisnu kencana is located in the southern badung area k per person entry fee which is high,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,bali money grab at its worstk per person entry feeonce inside they want to charge you for any and everythingthey make you stop so they take your photo before entering then want you to pay k for that photo when leavingthey want k pp if you want to go into the main statue and if youre stupid enough to do that then they insist that phones cameras and all your belongings are put into a locker wtf if you get tired from all the walking they want k pp to take you backdont bother youll be disappointed,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,this area is amazing and beautiful with huge structures it was a bit confusing where to go but once we worked out to be driven to the top of the hill and walk down and see everything as we descended a few more signs in english would be helpful but well worth a few hours spent there,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,entrance fee is a total rip off lacks proper signage no shed inside k for the entrance then additional k for the buggy and free welcome drink is powdered iced tea which is selfservice aside from the  big statue there nothing much inside the cultural show happens every hr from ampm but thats it what we see inside is way below our expectation and not worth k there are lots of tourist spots in bali where you spend less but get more than whats in there,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,flying into bali airport one is greeted by the massive presence of the gwk statue which is visible all along the beach strip from kuta legian and seminyak we couldnt wait to take a tour up to the cultural park and duly prepaid the au entrance fee there was a lot of preparation happening for a music festival that started the day after our visit so to be fair there was a lot of activity noise and the hustle and bustle we didnt seem visit during any of the cultural shows and were disappointed after trecking up the hill to the statue to find there was a further entrance fee of au  to get in then there is the photo package ranging from aus to aus food and drink memorabilia  for the golf buggy to get you down the hill why not up etc etc its almost like the balinese government has seen the venture as establishing a balinese disney world but forgot all the fun bits and skipped to fleecing of tourists so after spending up for travel and entry we ended up with photos of the statue that were no different to those we took from outside the campus with a good camera sorry but until there is some transparency in offering and price we cant recommend,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,been several times coming here and happy to revisit again since the place offer u a stunning view of massive built statuetry the ampitheater as well if u like to see cultural performance,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,not worth the trouble takes a long time to get there and a lot of walking once you have charges for parking entrance fee and also to get into the statue we ended just having lunch with our driver hotel packed it for us took a couple of photos at the entrance and left very crafty cant actually see the bg until you drive away from it and go down some side streets,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,gwk is balinese for tourist trap first they charge you  usd to get in the park then another few bucks to take the golf cart up the road then once you get up to statue its another  to go in the giant statue i didnt do the last  but im guessing once you get up there its another  for something then another  for something elsei have a more specific gripe that while i waited for my sucker friends who paid the additional  i bought ice cream for my wife and i i literally got  the ice cream she got now i get it im overweight but they didnt need to get all judgy on me and give me a tiny cone,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,we visited the gwk without homework and were disappointed to find that it was not an ancient spot besides the same time we could have invested in visiting nasa dua or other natural beautygwk is expensive idr per person needs  hours and not good on a sunny hot day there are two big statues to see the gwk has two tickets one for the entry and another for going up on gwkits a great engineering wonder for sure but i expected a natural or ancient marvel,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
2.0,staying in jimbaran the gwk statue is an imposing figure on the skylinewe thought we would pay it a visitentry fee of rph which we were aware of i really wanted to go up to see the view from inside the statuewhen you arrive to lobby inside you only then are told its another  to access the statue no thanksoverall the park was boring and still under construction in areasnot worth it in my opinion,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
3.0,they tell you this was built for tourists they cater to that and each thing you want to do is extra meaning the initial entry is one price and once youre in everything else is alacart just expect that the status is nice and its a nice walk but dont get your hopes up with the wow factor once the enormous size of the statue subsides it was nice but id probably say skip it even though its enormous and impressive when you walk up to it,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,we found it amazing definitely worth paying more to go up to the rd floor and learn how it was built totally blew us away ,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,basically they charge you about  auseach to go and look at a statue then if you want to go up inside the statue it costs even more nothing else to do there and barely any information it will be nice in a couple of years time when they have finished landscaping at the moment dont bother to go there,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
1.0,from a distance this statue looks like a cultural landmark but it is a newly built statue in the middle of a tourist park which is under constructionit was a waste of money place to avoid,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,its a must visit place if you are visiting bali such a big statue of garuda wisnu kencana perform bali dance etc,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,wow this is a lovely park to visit beautiful gardens and the finished wisna statue is amazing lots to see here and lovely views,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,the park is well organized theres a shuttle bus that takes you from the parking lot to the park the ticket includes a welcome drink at a great restaurant which have a great view theres a theater where you can watch a traditional dance performance the status are really impressive,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,visited as part of a tour only had an hour or so to spend but the main statue is spectacular along with the others the scale is immense could easily spend  hours esp if you want to take in a show which we were unable to do the park itself is under construction so a little raw but overall very good,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,we first noticed this flying in a year ago so when we realised we were on the area  we had to come and visit up close lucky we had our driver with us as the process is an interesting one park in one area and get a shuttle to another area to purchase your tickets we also paid the extra for the shuttle thinking this for us up and back  it only takes you up  then you have to walk back so you can pass all of the shops and tourist sales  well played we didnt have enough time to do the  minutes tour and we were lucky the staff told us how long it would be interesting place and worth a visit,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,nice placewery well maintain and clean deffenetly worth to visit we reallr enjoy our walk there somethi g different from bali  gkw is a cultural and historic place beautifull photos and wery wery hot sunny day,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
4.0,definitely a worth tourist place fortunate enough to be here during august as the prices are half off because of their national independence month the sights and surrounding were amazing the staff were friendly,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,very special place to visit our tour gide tidy was excellent and very informative  great place to visit beautiful view from above incredible construction  memorable pictures add to your list of places to visit when in bali cheers vartkes and anoush,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
5.0,loved our visit to gwk definitely do the guided tour its so interesting how they have made this statuethe cultural dances in the ampitheatre were great the statue is breathtakingi didnt find it over priced  entry is like  aud and guided tour around the same,Garuda Wisnu Kencana Cultural Park,Bali,Budaya
