Rating,Review,Name,Province,Type,cleanliness,service,accomodation,facility,crowd
4,welllets go from startingfirstly find a good group if you dont have a good group to climb and you are sharing your package with a treking company please ask them to adjust you with your age group of people i by mistake got stuck with an old lady and her mom and another girl who havent done trek ever so due to that we were at the last climbing the mountain so when sharing its better to get the same fitness level of trekkers or atleast same age cause guide will not leave the group and let you go alone and taking guide is mustdriver comes to pick you up at the hotel by amam you reach a restaurant for your st breakfast by am and after breakfast the starting point is just  mins drivest breakfast like simple pancake and coffeetea which is included in the trekking package use washroom here cause washroom at starting point is chargeablethey will even pack bread and boiled eggs for you which your guide will give you on the top of mt batur after the climbnow there is a good road till the base of the mountain so its better to pay extra to ask your driver to drop you till the base from where actual climbing starts going on good proper road is good but still it will exhaust you rather you can use that energy on the real tracknow from the place the real track starts its risky so take proper light or light with head strap is good so that your hands are free to hold in case of fallthere are lot of small rocks and volcanic ash which makes the track lot slippery so good treking shoes is recommended and full pants and jacket jacket should not be heavy coz while coming down that same jacket will be heavy as when the sun comes up its get hotnow climb takes approx  hours but since its crowded on the starting so will take lot of time to climb so it will take  hours max even if you are slowyes dont forget to ask the guide the sunrise time so that you climb before thatyes there is option to go on top till the st summit by dirt bike and vijeta charge somewhere from k to k idrand from st summit its another half an hour till the top which is very very slippery due to volcanic ashnow after reaching on the top they will give you two slice of bread and one boiled egg but after sunrise and after resting and relaxing for  mins guides will even try to sell you water and drinks on the top but at very costly price so its better to carry water and drinks you want tonow climbing down is easier and faster but you will find lot of people and its slows your pace still it will not take more than to reach the base on the way you can stop at the cater and this cater is also visible from the toponce you reach the base you can ask your driver to come back to pick you uptipping the guide is good even though you have paid for their fees but they are very greedy sorry to sayafter trek you can visit batur hot water spring which is only  mins drive from the starting point but mention about this to your trekking company before hand only they charge k idr extra which includes ticket inside the hot water spa ticket costs k idryou get towel and locker facility inside with one welcome drink in the packagehot water spring relaxes you fully and you can spend good mins thereon the way back to your hotel in kutasemiyank have a nice sleep in the car  as the drive is for  hours due to trafficessentials light jacket full pants torch  headlight water and energy drink good shoes dont buy water drinks on the top as its very costly so only if neededall the bestdo reply to this comment if my review was helpfulthank you,Mount Batur,Bali,Alam,0,0,1,0,1
4,we decided to do the batur sunrise trekking and we got paired with an excellent guide and a small group of people  in total as a group we had a good laugh and our guide was really fun and nice whilst making sure we stayed safe the sunrise was beautiful to watch and we were taken to see the craters monkeys etc a word of warning  the trek is tough i am a fit person who works out  times a week and have good cardio endurance and i struggled we did so the trek in an hour and a half so would probably be easier if you took longer to get up but the walk is steep and only gets steeper the further you go if you arent fit i wouldnt advise to do it we did manage to get a good price for the package of k idr each which our car operator bali carbali quality tour sorted for us and we werent hassled at all by anyone,Mount Batur,Bali,Alam,0,0,1,3,0
4,really enjoyed the early start and sunrise hike quite beautiful to see the sunrise over the clouds definitely recommended,Mount Batur,Bali,Alam,0,0,0,3,0
4,this volcano last erupted in  you can only have a view of it from far for trekking on it you require special permission,Mount Batur,Bali,Alam,0,0,1,0,0
4,there is no doubt the view at the top is spectacular especially for sunrise the route up takes about h m to the very top m and has one or two moderate sections the air gets thin at the top too the route down is a different story at a guess over  of people fell down on the way back  a mixture of loose rock and walking on fine volcanic ash down a very steep hilli enjoyed the trip but you must be fit and nust have some hiking experience,Mount Batur,Bali,Alam,0,0,1,3,0
4,wear at least a jacket and good shoes for climbingit was am pick up from our hotel the drive to location included a  minute stop at a roadhouse for breakfast fried banana and coffee or teaarrived at the base greeted by plenty of locals some selling jackets guides etc you dont really need either we were given another breakfast box with an egg bread and banana i fed my egg to the dogs who climb up with everyone in hope of food the only toilets are located at the base so recommend you go before you climb it will cost  rp to useyou have local guides assigned to your tour group stay with them they will give you torches if you didnt bring oneclimb up is about  hours and its mainly a steep rocky narrow path you will feel it in your legs be careful of the loose rocks as you begin to tire there are breaks here and there but they are not long although you can stop whenever you need one of your guides will stay with you at half way point there is an option to take the bike up but it will cost about  rpthere is a stop point just before the summit if you are too tired or wont make it to the top in time it is still a good vantage point to see the sunrise this was the coldest point so a jacket was good they offer drinks here hot chocolate was goodthere was alot of mist this morning so we couldnt see much except when the sun rose over the mountain and cleared the mist for about  mins which was spectacular then the mist came backthen your shown the hot vents and crater where you will also find monkeys watch out for them near the edge they stole my partners water bottle and opened the lid and drank from it properly was quite the sightthe trek down was just as hard as its down the rocks which can be slippery so be careful it turns into a paved road half way down but the steep hill gets to your legswe had an amazing guide called moody who helped encouraged and chatted to people the whole way he also spoke about how he has to do this climb everyday maybe even twice a day to support his family even though it hurts his knees such hard work blesson the drive back we stopped at a coffee plantation where they offered coffee and tea tasting and a chance to try the luwak coffee try here as its way more expensive in the tourist areasoverall great experiance and reasonably priced at  rp from ubud,Mount Batur,Bali,Alam,0,0,1,1,0
4,started our journey at am and began trekking at am all worth it for the stunning sunrise views,Mount Batur,Bali,Alam,0,0,0,3,0
4,never bored to hiking this volcanorock and sandy trekking pathbut its stunning view from the top you can see mt abang mt agung  mt rinjani also batur lake,Mount Batur,Bali,Alam,0,0,0,3,0
4,beautiful early morning walk for sunrise delight a challenging few hours but perfectly achievable if taken at the right pace always satisfying at the top we hired a guide but this was not necessary as we took a packed breakfast with us,Mount Batur,Bali,Alam,0,0,1,3,0
4,moved at  am from our hotel in nusa dua and reached to car parking of mount batur tracking point gang of local guides insisted us to hire a guide to climb up we were not willing to hire a guide as they are asking  us dollars after negotiations we were agreed at  us dollars although you can go up without guide just follow other people but local gang forced you to hire a guide be careful your taxi driver is also commission agent of thementrance ticket to kitamani area is  indrtrekking is not easy especially for those who are not use to to do it with good stamina you can reach to the top around  hours,Mount Batur,Bali,Alam,0,1,0,0,0
4,mount batur is a beginner friendly hike there are occasional motorbikes offering their service to take you to the top if youre feeling tiredotherwise its a short and easy hike for regular hikersthe view from the top is great i wont say its super amazing like rinjani thomy group paid around k with a local travel company this seems to be the average price there however for local standard this feels a bit expensive,Mount Batur,Bali,Alam,0,1,3,0,0
4,you are attracted there by the valley the volcano and the lake plus the balinese people that all together make you feel in the real nature where local life combines with the environment,Mount Batur,Bali,Alam,0,0,0,3,0
4,wonderful views good experience kind honest people weather is excellent in november food is always fresh and save to eat on the street fish is excellent and so testy,Mount Batur,Bali,Alam,0,0,0,3,0
4,i was exhausted when i hiked up to the mount i was gonna give up but i didnt and it pay up the view was perfect,Mount Batur,Bali,Alam,0,0,1,0,0
4,beautiful views of the mountain really enjoyed the lunch at the restaurant over looking the mountain it was a delicious buffet meal,Mount Batur,Bali,Alam,0,0,0,3,0
4,the night hike up mount batur to watch the sunrise from the top has been my favorite adventure on this trip thus far we hired a driver and specialist to be sure we did not have to worry about getting ripped off by one of the guides and he gave us an amazing adventure his name is mully ketut let me know if youd like to connect with him directly highlights challenging hike so got a great sweat and good workout colors in the sunrise i had never seen before very clear so could see neighboring mount agung and lake below coffee at the top served hot monkeys at the top caldera steaming easy trek downthe only reason i give this  instead of  rating lots of tourists the huts built at the top infringe on the natural beauty of the mountain the guides waiting are not awful but the experience would be more enjoyable without hagglerstips if you have your own headlamp and trekking sticks take them take some small snacks wear good walkinghiking shoes that you dont mind getting dirty ashdust on the trail,Mount Batur,Bali,Alam,0,3,0,3,0
4,sunday th september and we visited kintamani where both mount batur and lake batur are situatedwe were here as one of the stops on our great bali introduction tour which we booked through the tui rep in our hotel it was a cultural tour including places of interestwe got our first view of mount batur which is an active volcano and lake batur as we approached kintamani the volcano last erupted in we got a grandstand view of the from the rooftop viewing point at kintamani hotelthere are tours and expedition to climb mount batur this was not an option on our tour we were happy with our rooftop viewsadly it was a bit overcast on the day we visited and visibility could have been better having said that it was still rather spectacular and the cloud surrounding the volcano gave it an eerie feel,Mount Batur,Bali,Alam,0,0,0,3,0
4,my dad me and a friend booked a private guide who brought us to the top in the beginning you have a normal road in my opinion but our friend was unfit and found it really hard then there was a meeting point after min where you have to chose between the easy road and the difficult road you can also go by motorbike to a place near the top what our friend did because she was not gonna make it to the top my dad and i chose the difficult road because we like challenges but this was way to difficult haha i had to take a break every  minutes because it was really steep and you just had to take big steps the whole time but the guide said that the easy road is way to crowded and that a lot of motorbikes pass by what makes you not enjoy nature to the fullest after maybe h we met our friend back and continued a min walk to the top and enjoyes the sunrise it was beautifull but also really cold so you will definitely thank yourself later if you bring a blanket on the way back we did the easy road and it looked way more easy then the road that we did to the top we also waited untill most of the people went down so we could relax and not be bothered by big groups passing by the whole timei liked the hike and would recommend but i think when u go in summervacation it is way to crowded and difficult to enjoy,Mount Batur,Bali,Alam,0,0,1,0,1
4,do not be put off by some of the reviewsmy partner and i did the sunrise trek to the top with a prebooked guide from our villa we are in our early twenties with a pretty good level of fitness we didnt find it a hard trek fitnesswise but a more technical trek where you have to focus on where you are placing your feet the first part of the trek is a steady and gradual ascent first up asphalt and then a rocky ground the last part of the trek is the hardest as the ground is a sandy ash and has little gripthere are a lot of people i wouldnt say its overcrowded like many reviews state but we may have gone on a good day some parts you have to line up waiting for other tourists but there are lots of stop areas along the way which is where we passed some of the other groupsit took us  hr  min to ascend and arrive at the top and  hr to descend going down is easier but slippery on the first part due to the loose groundtips prebook your guide it will save you money and the hassle of finding a good one amongst the locals wear good walking shoes cannot stress this enough we saw many people wearing converse and they were slipping everywhere also your shoes will get very dusty bring a warm jacket for the top as it gets cold and windy,Mount Batur,Bali,Alam,0,0,1,0,1
4,we woke up at  in the morning and arrived there at about   it is about  hours to get on the top there are many people and it gets overcrowded  it is not the easiest trek mainly due to the fact that are many people going up at this particular time for the sunrise and it gets a bit challenging a little before you get on the top  the view is rewarding though if it is not foggy at the time of the sunrise  in our case it was foggy but it cleared out about  min later  so we had the chance to see a great view  worth visiting  a nice experience  oh and get a jacket with you  on the top it gets a bit cold ,Mount Batur,Bali,Alam,0,0,1,3,1
4,paid idr k per person took us hour up then  hour to hang around the breakfast place another hour down the view is nice enough but idr k is quite expensive and since the peak was so congested we couldnt hang around as long as i would have liked,Mount Batur,Bali,Alam,0,1,0,3,0
4,batur is miracle of nature we decided to go there for the sunset and go back after it is dark this was great decision as we were only three people up there batur was mysterious misty and seemed dangerous it also offered great views steam coming out from ground and deep craterthe most popular way to visit batur is  am trekking to see sunrise i suppose it may be bad experience as we saw what is left on the top large piece of this amazing place is spoiled by tourists and turned into large latrine  no one really maintain any facilities on top and thousands of people go there to see sunriseadviceyou must have a guide you must have good boots  trekking is on sharp volcanic rock ascend is steep and not for children fortunately ours decided to stay at hot springs descent after its dark may be dangerous if not led by guide,Mount Batur,Bali,Alam,0,0,0,3,0
4,its was amazing like to be on the top of the mountain like that and see the volcano and having the best view ever and to see the origin village for the balinese and the big lake was wow like something you need to do must to see that and have the best picture ever,Mount Batur,Bali,Alam,0,0,0,3,0
4,mount batur is an active volcano in kintamani district bangli regency bali indonesia wikipediaplease take care of your cleanliness when climbing do not litter do not speak harshly think dirty and behave badly for women do not climb during menstruation,Mount Batur,Bali,Alam,1,0,0,0,0
4,we had booked our trip online with bali volcano trekking and felt this was a great trip it had started raining heavily where we were staying and the driver was nearly an hour late in picking us up the tour operator offered a refund or rescheduling if we wanted due to the weather but we decided to keep going the driver made up for lost time and we got to sleep the trip just a long ride from seminyak and an easy to moderate hike up to mount batur it was a bit disappointing to see so many people who were taking motorcycles up to the top if you cant hike im wondering why they signed up for the trek it seemed like a very good business for the driversgetting to the top there were seats and places for a warm drink we were offered a simple breakfast and a nice warm drinkthe views were stunning as the sun peaked through some of the clouds it was incredible to see the amount of people that were on the mountain it was a highlight and im glad were able to do the hike to the top,Mount Batur,Bali,Alam,0,3,0,3,0
4,we did not opt for trekking mount batur but instead decided to get our driver to drive us up to kintamani to watch the sunrise from there we started at  am it took a good  hours to get there along a narrow winding road we reached around  am we waited until  am when the sun started to first show its colorsit was a bit chilly at the top so be prepared with hats scarves and jacketsthere was cloud cover so we didnt have a spectacular sunrise but we did get beautiful views of the three mountains mount batur agung and abang and we saw the early morning hikers making their way up mount batur  i dont think they had a better view than us and we were comfortably watching as we didnt have to hoof it up with all the other hikers so this was a much more comfortable way to see the sunriseafter that we had a delicious buffet breakfast at the amora see separate review where we had even more breathtaking views of the mountainsyou must go early though to see the mountains because by  am the fog sets in and obscures all views,Mount Batur,Bali,Alam,0,3,0,3,0
4,amazing experience to climb to see the sunrise but like every other review says its standstill traffic for literally hours incredible view but youll be sharing it with hundreds of othersid read heaps of reviews and thought id be prepared not so muchhighlights it really is a stunning view for a good chunk of time once you reach the summit its not a case of walk up take a few photos for insta and wander back down you see some incredible changes in light and colour i was fortunate to have fantastic weather as well the guides are friendly like all balinese and incredibly helpful when it comes to helping you up and back down im sure all tour companies are similarreality checks you are nose to tail the entire way from the drive to the base to walking all the way to the summit we tourists we really do ruin everything our guide told us more than  people climb a day if you havent done any regular exercise in the last year or so its not going to be a walk in the park there are some clambering sections and given that it is so crowded not everyone understands etiquette and they are looking out for their own safety you really do have to concentrate its a solid two hour climb and probably an hour return its dark take a head torch the guides go at a pretty reasonable pace and its consistent be prepared to not be the dawdler in the group however the guides are incredibly generous with stops and checking on everyone wear good clothing and shoes so important its loose gravel dirt and pointy rocks of various sizes all the way up and back its not a  jeans and converse kind of activity so if you didnt pack anything active youre gonna have a bad time i underestimate how cool it was at the base and the summit so wear a hoodie and be prepared to carry it once you need to strip it off there will inevitably be some idiot with a drone or a speaker blaring awful musing as there is at every tourist attraction ruining the serenity at the top or along the path be prepared to be in a crowd just a dark trekking crowdin all honesty its quite incredible at the top and you feel quite accomplished when youre done,Mount Batur,Bali,Alam,0,0,1,3,1
4,i did a less common trip which was the combined sunset and sunrise tour on airbbthe trek up was done at the much more respectable time of pm in daylight it is not an easy trek but even though im not exactly the fittest person around i made it in about  hours this allowed plenty of time to have a drink and snack at the top get the camera gear out and find the best spot for sunset photos at this time there were about  people up the volcano all there for the sunset and to see the thermal vents which are very cool not in e temperature way thoughcamping over night there were  others plus guides and the food was great  fresh fish from the lake below the volcanoin the morning i left my tent  minutes before sunrise and it was cloudy however this didnt stop me noticing the several hundred my guide estimated a usual  people who had trekked up for the sunrise being that the top was far to crowded especially with instagrammers doing fish pouts and v signs i wandered back to my tent about ft blow them and got some shots of the sun when the cloud eventually clearedwe waited for the crowds to move on to the thermal vents and take their turn whilst we make our way back down the volcano in peace an quiet and in much less time than it took to get up ittotally worth doing unfortunately my guide was not a weather god and cloud is a big risk but in between the clouds the views are spectacular you just have to bear with it and keep your fingers crossed,Mount Batur,Bali,Alam,0,0,0,0,1
4,succumbed to the hype surrounding sunrise hike of mount batur and im glad we did our kids age    had a great time hiking this volcanic mountain as well id rate the hike moderate one we finished it in about  hrswe started at am from our hotel in ubud and reached the parking lot at am met our guide and started hiking around am we were at the top by  and were able to catch the sun rise views of the lakes and mountains of balibreakfast up at the top is nothing to write home about so carry your snacks and water please avoid taking plastic bottles from the vendors  guideannoying part are all the mountain bikes that constantly keep going up and down the mountain to lure you into using them to climb instead of walking the noise is awful so try and take the steeper route if you can there are no bikes on that route,Mount Batur,Bali,Alam,0,0,0,0,1
4,the trek is easy and the view from the top is amazing therefore there are hundreds of tourists going up at  am to see the sunrise at  am thats good for tourism business but it is a pity for the site the top of the volcano has been equipped with benches like in a cinema and you can buy coffee and tea in the small shops we miss the wild nature and dont forget that it is a volcano that has already erupted several times,Mount Batur,Bali,Alam,0,0,3,0,1
4,just being here i could have just stayed here all day total bliss the air up there and the view surrounding us was all i needed i think i was almost the highest point and from where i sat looking out at the volcano it was just breath taking the feeling i got being there was indescribable our driver took us here unknown to us and we welcomed the visit with open arms we had lunch on the balcony of the restaurant amora overlooking the volcano beautiful and breathtaking the food here from the buffet was ok although burners were under each food it tasted cold i must say the service here was that of a  restaurant i did try fried spinach for the very first time they were full of information and just wanted us to know all that they had to offer very attentive and very polite and accommodating the feeling was so exhilarating i loved being here and the surprise visit was one ill always remember ,Mount Batur,Bali,Alam,0,0,0,3,0
4,beautiful views and locationwe couldnt do tracking due to leg problem but gorgeous area of into thatwe sat at top and was amazedonly downside like kuta beach you get swarmed by sellers which didnt take no for answer,Mount Batur,Bali,Alam,0,0,0,3,0
4,you will ideally climb it to enjoy the sunrise depends from where you are starting but it should take you  to  hoursonce you reach the summit usually your guide will give you breakfast while waiting for the show to startif you intend to climb a few more volcanoes in indonesia this a good one to start in order to warm up for more serious stuff later ,Mount Batur,Bali,Alam,0,0,0,3,0
4,dont bother if not going to be a clear at the top got with a tour agency get picked up early am at hotel and drive to nearby mt batur and have breakfast and given water then drive on to the start point have to pay a little to use the gross toilets have a guide up the mountain who gives you a torch apparently this is low season but the path was packed beyond the point of enjoyment at times literally single file queue to the top takes about hrs up and the same back down the views are worth it and lovely to watch the sunrise also given egg on bread at the top then walk down and our particular tour went to coffee tasting and the rice terraces on the way back to ubud,Mount Batur,Bali,Alam,0,0,0,3,1
4,fantastic scenery and serene atmospheregreat people and lots to see the weather changes very quickly as you ascend towards the mountain region and sudden rain showers can be expectedthere are lots of stalls on the street selling fruits and souvenirs as well as clothes and local attiregood experience overall,Mount Batur,Bali,Alam,0,3,0,3,0
4,we didnt want to get up for the morning trek with kids so we visited from seminyak on a day trip the resturant was very nice and traditional indonesian with western options views of the volcano were great make sure you go before pm as the cloud sets in and hides the volcano,Mount Batur,Bali,Alam,0,0,0,3,0
4,well organised trip up mount batur we were actually the only people on this trek and the only people walking up the mountain that evening which definitely improved the experience we are two relatively fit people and honestly found the trek quite hard work but our guide was very accommodating the email from the tour advised us we needed to wear long trousers but one of us got away unscathed wearing shorts i would recommend either hiking boots or trail running shoes it is very slippy in places especially coming downit was very warm ascending in the sun and then quite difficult to see the route with torches in the dark so the sunrise trek might make more sense if it wasnt for the am startits worth taking water but the driver does stop at supermarkets en route and bought us a couple of large bottles the guide made us banana sandwiches at the top of the mountain but luckily we had our own provisionswe went from sanur and it was a  hour drive each way so didnt get back until pm luckily there were still restaurants open in sanur when we got back i would recommend it but it was a difficult and tiring trek it felt dangerous in places coming down the guide had to help me we did get some amazing sunset photos though which made it all worthwhile can imagine it would have been disappointing if clouds spoilt the view however,Mount Batur,Bali,Alam,0,3,1,3,0
4,have to admit i wasnt sure about how much i would like going to look at the volcano mt batur we didnt hike the volcano but were able to enjoy viewing from a restaurant with a beautiful view overlooking the lava field below mt batur there is a peaceful serenity surrounding the mountain along with some gorgeous scenery and i have to say it was a highlight of our morning oft times it good to go early so the view of the mountain isnt obscured by clouds or fog,Mount Batur,Bali,Alam,0,0,2,2,0
4,my experience at mount batur was great there was a beautiful sunrise not too many people and friendly guides the hike wasnt too hard and i enjoyed it we woke up at around  to  am and drove there with a trip agency i cant remember its name later we stopped at a hot spring wich was very relaxing the only reason i put a four star review is because the breakfast was not the best overall i recommend going to mount batur but bring your own food,Mount Batur,Bali,Alam,0,3,3,0,3
4,myself and  friends went to the mountain with a hired driver left at am to get there from seminyak and planned to hike without a guidewhen we arrived at the village road we got pulled over by security to pay a ticket entry which was  idr each which we had no idea about then when we arrived at the car park we tried to follow the path to the mountain with a group of other tourists but we got harassed every step of the way by several men asking who was our guide threatening us to go back to the office and pay ticket entry or they wont let us go furtherthey blocked our path and around  men aggresivly surrounded us shouting to go back until we submitted we haggled the price but still didnt have as much money as they asked due to the extra ticket fee before hand so they forced us into a car to go to an atm to get the money for them our driver advised us to go with them very scaryif you can get past these people its a very simple and easy hike up with no guide needed and bumper to bumper tourists but its not worth it for the aggregation and intimidation for what should be a nice morning out it made us all very upsetonce we paid up the guide who previously intimidated us was suddenly very relaxed and pleasant gave a good tour and showed us shortcuts up the hill took some good photos of us but had limited knowledge on the area just a few facts recited over and overthe views were amazing once the clouds cleared well worth the trip but just hire a tour guide and haggle the price not worth feeling scared for a view,Mount Batur,Bali,Alam,0,1,3,0,0
4,as i have been saying in all my posts that bali was a total surprise completely different from what i have heard from people it is beyond beaches and pubsone such place i visited was kintamani volcano for people who want to explore and adventure early morning trekking could be another option which can be arranged locallythe view from the restaurants opposite to the volcano is mesmerising the restaurant serves vegetarian and non veg buffet for  rupiahfor those fearless people  there are couple of swings in the restaurant feel free to use them if you want some good pictures,Mount Batur,Bali,Alam,0,3,0,3,0
4,we hired a tour to go to the mountain and it was expensive the only thing the tour does is picks you up they promise breakfast but it is a joke white bread and boiled eggs horrible you have to wear comfortable clothing to hike and climb and warm clothing because it is pretty cold on the mountain i would recommend taking water and some food and warm clothing tour starts early for no reason we had to stop for first breakfast which is completely unnecessary and then wait for sunrise  minutes you need to be a little bit in shape because the hike is long and you cannot hold your group members,Mount Batur,Bali,Alam,0,1,2,0,0
4,view of this volcano was awesome though we just drove past on the way to the hotspring we were informed it erupted way back in  so theres plenty of history in this area we were informed that a regular hike up the slopes would take around  hours perhaps an adventure for another time,Mount Batur,Bali,Alam,0,0,2,0,0
4,its pitch black youre surrounded by jungle and you can vaguely make out lights moving up the slope of an unseen giant mountain far far far above you if it wasnt for our guide im sure we would have got lost or lost the urge because this is a tough walk at freakin am but when you reach the top and the sun stares you right in the face and screams good morning it is worth the effort it truly isa few negative points there are trail bikes that can take you most of the way to the top they are a pain in the butt on the track destroy the serenity but im sure are a lifesaver for some people that are way out of their fitness depth they will cost you money and like all things price is negotiable we declined the idrk pricetag the othe rissue is the eggs and sandwiches at the top they are a waste of food we had no interest in eating after slogging it out up that hill but once at the top it is a magical sight take your time to explore and enjoy the view the walk down is a much easier proposition,Mount Batur,Bali,Alam,0,1,1,3,0
4,whilst its been a long time since this volcano erupted you can still see the blackened areas  with nearby homes the view from the bridge is good  but like with most areas in bali every tourist spot is commercialised and everyone trying to sell you things,Mount Batur,Bali,Alam,0,2,0,3,0
4,heyfirst thing id like to say is that if you want to do a special tour like their sunrise trek then having a guide is much more important that being said climbing the mountain in the middle of the day does not require a guide the locals are pretty much all in on a scam making up all sorts of reasons you need a guide but as you ask them questions you find out the only reason they say so is because they want to squeeze you ass for cash here are a few things to know about going guideless do it early in the morning when the path is lit yet the sun hasnt had enough time to brew rain like in the afternoon follow the path since s of people have made the way up super easy for a hiker with almost any experience dont listen to the locals unless if they bring their price down to reasonable numbers like a few dollars they dont really offer much in terms of safety or guidance paying them is more if youre into stories and giving them a livelihood donation i say donation because the people living near the volcano do just fine my biggest problem with the whole situation is that it comes off as a big scam that everyones in on they say its a matter of respect and conservation while they dont respect you enough to offer reasonable prices and dont keep the mountain clear of trash the mountain isnt super trashy which is why they could easily do a better job of it by offering an incentive like  off if you pick up a piece of trash along the way watch your step this is basically rule  with hikinghowever the context here is that rocks are a bit more sharp than usual since theyre volcanic this makes it easier to find solid footholds and more damaging for stumbles an extension of dont deviate from the path  dont go into the crater the volcano is technically active which having the guide doesnt really do anything extra for saftey other than keeping you away from obvious hazards like going into the crater where steam is released at certain spots this process of releasing pressure and heat is good for the volcano to stay chill but dont push your luck by jumping into a steam vent you dont need a guide to know that dont mess with the monkeys at the top too much theyre pretty entitled because everyone gives them food theyll basically ignore you but if you pull out any food they assume its for them dont let them push you around bring healthy snacks and avoid intimidating the males with prolonged eye contact and the mothers by getting near their babies bring a friend  this is pretty much rule  for hiking it makes the experience more fun and gives you an out if you trip and hurt yourselfthat pretty much does it for mount batur if you dont care about the sunrise experience rent a motorbike  head there earlyish in the morning the hike is pretty chill with stunning views and funny monkeys dont pay the locals a dime until they bring their prices down from outrageous to reasonable probably the worst part about the whole experience is how much of a hassle they can be about letting you go along your way,Mount Batur,Bali,Alam,1,1,2,0,0
4,if your goal is to see the sunrise and views at the top then pray for clear skies if you are up for a good early morning walk in the dark and later a downward climb then go for it christmas day  resulted in a great trek up and down but the sunrise photos are nonexistent great photos of my daughter and i huddling together to stay warm and dry no rain just heavy cloud and mist guides were brilliant and supportive for the not as capable trekkers on the tour monkeys were curious i am certain that when the weather is more generous mt batur views would be fantastic,Mount Batur,Bali,Alam,0,3,0,2,0
4, an early morning hike in the dark is suggested for the sunrise views the best season to do the trek is from april  july avoid rainy season as trekking becomes difficult its a medium level hike moderately difficult can say and will take you nearly  to  hours to reach the top totally depends on your fitness level so take breaks to enjoy the hike wear comfortable workout clothesshorts proper hiking shoes are a must to avoid slipping where rocks and gravel are loose and do carry woollens and a headlamp also carry water and some snacks carrying camera is a must to capture the most spellbinding vistas but after clicking few shots relax and enjoy the magnificent views you can book the hike with the local company and it will include everything  pickup and drop off local guide up the mountain water flashlights and simple breakfast at the top generally group tours are conducted but you can also have private guide to hike at your own pace,Mount Batur,Bali,Alam,0,0,2,0,0
5,climbed the mountain on christmas day it was an eventful thrilling and tiring trek yet very rewardingwoke up in the wee hours ard am to prepare started trekking ard am it was pitched dark its good to bring along torchlight or headlight the whole trek took about hrs the sunrise was beautiful breakfast is provided too it was a good morning exercise going down was not bad too option of going down by motorcycle require a fee or walking,Mount Batur,Bali,Alam,0,3,2,3,0
5,i joined a sunrise trekking tour last yearit was organized by batur volcano guesthouse where i stayed in juneit is one on one guided tourthe price is reasonablethe tour start at very early morningmy guide yoki came to my room and knocked the door to wake me upi was tiredbut after showermy body full of energyi had some simple snacks and followed him to the mountainthe guesthouse location very close to baturyoki very patience and helpfulhe always asked if i am oksometimes he helped me to go upthere are two options to the peak of baturi chose the less harder partit took more longer timeanother option is hardernot easier to climb upbut take less timeafter few hoursi make itbut exhaustedi rest there for a whileyoki cook breakfast for meunfortunetelythe weather not goodalso mistycant see the suriseso sadafter that we went downon the wai took some ohotosyoki helped me a lotafter the touri tipped himthe tour has three routesi chose the second onewhich is medium routebut the weather not goodso i gave upi just followed the same route to back to my guesthouseit is the first route actuallybut i didnt ask for refundcuz it was me want to give uptoo dangerous i thinkso if you want to see the sunrisebetter check the right seasonheard that it is july or augusti think i will try again next time though it is quite challenging for me,Mount Batur,Bali,Alam,0,3,2,0,0
5,fabulous place and the veiws were just amazing despite the fact that we got caught in seasonal rain,Mount Batur,Bali,Alam,0,0,0,3,0
5,a mustdo when youre in bali we came during march  so there werent very many people we were told only  people compared to the usual k the hike itself is a bit difficult and slippery due to the small pebbles but get a good guide and youll be okay its definitely a beautiful experience but make sure to bring a jacket for the top of the mountain as it gets cold especially before the sun comes up,Mount Batur,Bali,Alam,0,0,2,0,3
5,a hardish trek mainly due to time of the night and humidity and the speed of the guide who wanted to sprint up the views are stunning the monkeys are hilarious and the hawkers and dirt bikers are annoying there were a lot of people up there so it isnt a peaceful place despite the views,Mount Batur,Bali,Alam,0,1,0,3,3
5,worthy this strenuous trek is spend a good amount of time on the top and admire the beauty of the nature the sunrise and more we had the best time from the top of the hilltop the sky is still dark and you can only see a few lights in the surrounding villages mount agung  the highest point of bali that had erupted recently in   stands with pride in front of mount batur we did hiking and after all the hard work we just love to see the magnificent view of the sunrise,Mount Batur,Bali,Alam,0,0,2,3,0
5,me and my friend went for this mount batur trekking it was surreal and such an amazing experience our trekking guide is very helpful and he is very sweet his name is karma he always make sure that we safe so thanks to him we had really really great experience and enjoyed the magnificent sunrise view very recommended to do this trip when u come to bali,Mount Batur,Bali,Alam,0,3,0,0,0
5,one of the best vulcano mountain located in balihere if you do camping you can see sunset and sunrise with the best and beautiful view of another mountain and view of batur leake,Mount Batur,Bali,Alam,0,0,0,3,0
5,amazing sunrise in bali one of the most beautiful sunrise in the worldit takes around  hours climbing the mountain i think that it was one of the most incredible experience of my life i recommend you to do it,Mount Batur,Bali,Alam,0,0,2,3,0
5,absolutely amazing experience the view from the top of the mountain is stunning the hike is approx  hours and is very steep starting at about the half way mark there are a lot of loose rocks and the volcanic ash makes the hike difficult everyone on the hike appeared to be under the age of  i would not recommend going to the top if you are not good with hiking  it is an intense workout also bring a sweater for the top as it is cool,Mount Batur,Bali,Alam,0,0,1,0,0
5,we got a guide and planned for a h hiking with him upfront visiting the place it was super cool and natural they also keep it very clean and neat i loved this place,Mount Batur,Bali,Alam,3,2,0,0,0
